Time (hr),Loss AC (kW),Load AC (kW),Net Meter AC (kW),Solar AC (kW),Battery AC (kW),Battery SOC AC,Loss DC (kW),Load DC (kW),Net Meter DC (kW),Solar DC (kW),Battery DC (kW),Battery SOC DC
28.0,5.921099609375,45.032234375,-50.90026171875,0.0,-0.0,0.48615366220474243,4.7356875,45.032234375,-48.29109765625,0.0,-0.0,0.48615366220474243
29.0,6.94546484375,52.88900390625,-59.76085546875,0.0,-0.0,0.48566776514053345,4.96958740234375,52.88900390625,-56.36340625,0.0,-0.0,0.48566776514053345
30.0,28.791513671875,201.899859375,-224.434125,0.0,-0.0,0.48518234491348267,13.6837216796875,201.899859375,-209.59553125,0.0,-0.0,0.48518234491348267
31.0,20.01447265625,172.1244375,-189.020453125,0.0,-0.0,0.4846974015235901,9.685794921875,172.1244375,-179.08134375,0.0,-0.0,0.4846974015235901
32.0,19.470826171875,175.480625,-194.05546875,0.0,-0.0,0.4842129349708557,11.5527041015625,175.480625,-185.092828125,0.0,-0.0,0.4842129349708557
33.0,16.54976953125,144.115625,-160.266953125,0.0,-0.0,0.48372897505760193,9.707326171875,144.115625,-152.451140625,0.0,-0.0,0.48372897505760193
34.0,15.865509765625,134.950125,-150.541171875,0.0,-0.0,0.48324549198150635,9.24833203125,134.950125,-142.951,0.0,-0.0,0.48324549198150635
35.0,15.9133232421875,134.884203125,-150.552046875,0.0,-0.0,0.48278340697288513,9.327087890625,134.884203125,-142.946875,0.0,-0.0,0.48278340697288513
36.0,16.1661083984375,136.553046875,-152.456828125,0.0,-0.0,0.4822799563407898,9.361740234375,136.553046875,-144.6490625,0.0,-0.0,0.4822799563407898
37.0,14.79646875,127.7727109375,-142.381203125,0.0,-0.0,0.4817979037761688,9.157720703125,127.7727109375,-135.673578125,0.0,-0.0,0.4817979037761688
38.0,13.39469140625,119.120671875,-132.358765625,0.0,-0.0,0.48131635785102844,8.6979482421875,119.120671875,-126.6549296875,0.0,-0.0,0.48131635785102844
39.0,13.411916015625,119.2534921875,-132.50534375,0.0,-0.0,0.48083528876304626,8.7182685546875,119.2534921875,-126.8009453125,0.0,-0.0,0.48083528876304626
40.0,15.49437109375,133.424625,-148.69028125,0.0,-0.0,0.4803546965122223,9.5836337890625,133.424625,-141.678328125,0.0,-0.0,0.4803546965122223
41.0,16.668146484375,144.231671875,-160.525390625,0.0,-0.0,0.4798745810985565,11.0889716796875,144.231671875,-152.79628125,0.0,-0.0,0.4798745810985565
42.0,12.69046875,116.2160390625,-128.492671875,0.0,-0.0,0.47939494252204895,8.3137705078125,116.2160390625,-122.5226953125,0.0,-0.0,0.47939494252204895
43.0,12.5417919921875,117.0405,-129.117375,0.0,-0.0,0.4789157807826996,8.2943515625,117.0405,-123.3141875,0.0,-0.0,0.4789157807826996
44.0,12.0308505859375,112.5551796875,-123.89334375,0.0,-0.0,0.4784370958805084,7.53659423828125,112.5551796875,-118.0329609375,0.0,-0.0,0.4784370958805084
45.0,12.046125,113.6930625,-124.9805546875,0.0,-0.0,0.47795891761779785,7.57703759765625,113.6930625,-119.1725625,0.0,-0.0,0.47795891761779785
46.0,5.147080078125,41.2635546875,-46.36539453125,0.0,-0.0,0.4774811863899231,4.78427392578125,41.2635546875,-44.57273828125,0.0,-0.0,0.4774811863899231
47.0,4.95988671875,38.93618359375,-43.8508984375,0.0,-0.0,0.47700393199920654,4.6637001953125,38.93618359375,-42.12840625,0.0,-0.0,0.47700393199920654
48.0,4.95988671875,38.93618359375,-43.8508984375,0.0,-0.0,0.4765271842479706,4.6637001953125,38.93618359375,-42.12840625,0.0,-0.0,0.4765271842479706
49.0,4.95988671875,38.93618359375,-43.8508984375,0.0,-0.0,0.47605088353157043,4.6637001953125,38.93618359375,-42.12840625,0.0,-0.0,0.47605088353157043
50.0,4.95988671875,38.93618359375,-43.8508984375,0.0,-0.0,0.4755750894546509,4.6637001953125,38.93618359375,-42.12840625,0.0,-0.0,0.4755750894546509
51.0,4.95988671875,38.93618359375,-43.8508984375,0.0,-0.0,0.47509974241256714,4.6637001953125,38.93618359375,-42.12840625,0.0,-0.0,0.47509974241256714
52.0,4.9630302734375,38.9752734375,-43.8931328125,0.0,-0.0,0.4746248722076416,4.6658125,38.9752734375,-42.16956640625,0.0,-0.0,0.4746248722076416
53.0,5.45752392578125,43.47918359375,-48.89069140625,0.0,-0.0,0.47415047883987427,4.82600341796875,43.47918359375,-46.8285390625,0.0,-0.0,0.47415047883987427
